gene	Mouse_vs_Human	Monkey_vs_Human	Monkey_vs_Mouse	MonkeyD_vs_Human	MonkeyC_vs_Human	MonkeyB_vs_Human
AGPS	-0.769428873066958	0.697363842022979	0.225919997202518	0.697363842022979	0.320036015854644	0.769428873066958
AGRN	-0.64242326875339	0.648827454534517	-0.580961324488477	0.648827454534517	0.690646729745798	-0.64242326875339
AGTPBP1	-0.117423291378099	0.0758266631254252	0.803656125294185	0.0758266631254252	0.198887812029956	0.117423291378099
AHCTF1	-0.884596388973656	0.203257731611348	-0.552951533904343	0.203257731611348	-0.388017233599574	-0.884596388973656
AHCY	-0.116312536637867	0.280611594094768	0.220862313014608	0.280611594094768	0.14228701491839	0.116312536637867
AHCYL1	0.739893648493101	0.976276148273049	0.700465025499545	0.976276148273049	0.593879706659174	0.739893648493101
AHCYL2	0.59829476701972	0.0439542858687832	-0.376945652060033	0.0439542858687832	-0.414335177068094	-0.59829476701972
AHNAK	0.651737118662668	0.964265178966772	0.948595210260756	0.964265178966772	0.849618087280093	0.651737118662668
AHSA1	0.171388921660477	0.284552196614145	0.074286454245217	0.284552196614145	0.393621759086821	-0.171388921660477
AHSG	0.321422512263708	0.144240317962531	0.100260183829447	0.144240317962531	0.703907068771199	0.321422512263708
AIDA	0.485563100767613	-0.325125799165309	-0.879624459431543	-0.325125799165309	0.102337760910916	-0.485563100767613
AIF1L	-0.252464125996182	0.872653068710177	-0.131813901788501	0.872653068710177	-0.531223199101609	-0.252464125996182
AIFM1	-0.743017389302772	0.370197952907778	0.225131560795416	0.370197952907778	0.305598523830483	0.743017389302772
AIMP1	0.536171343958684	0.318922531712045	0.98242049272305	0.318922531712045	0.3859964960335	0.536171343958684
AIMP2	0.834075526391848	-0.796152261725962	-0.0735849987219288	-0.796152261725962	0.111183148358875	-0.834075526391848
AIP	0.57416967993112	0.522103276911014	0.498986338812284	0.522103276911014	-0.108550363226363	0.57416967993112
AK1	-0.411190549784464	0.239594557370819	0.211961111449761	0.239594557370819	0.178709564183486	0.411190549784464
AK2	-0.557966510910532	-0.151799028378122	0.907734448289195	-0.151799028378122	-0.706795765856971	-0.557966510910532
AK3	-0.590639573697677	0.50058716511255	-0.513077079370287	0.50058716511255	0.953977033079045	0.590639573697677
AK4	0.681109052470181	-0.0214774860815708	0.0896708408781135	-0.0214774860815708	0.315455527478983	0.681109052470181
AK5	-0.776344679500174	0.99248542122194	0.806502469241907	0.99248542122194	0.982193964054227	0.776344679500174
AKAP1	0.598792910653433	0.904684709313853	0.643907859550544	0.904684709313853	0.415343388022657	0.598792910653433
AKAP12	-0.669864291106252	0.734797985379032	0.967249096051068	0.734797985379032	0.853297563654728	0.669864291106252
AKAP7	0.513335171413949	0.879404336323481	0.13538967684076	0.879404336323481	0.912523362195391	0.513335171413949
AKAP9	0.157302808418559	0.875616954611322	0.943410067220193	0.875616954611322	0.150695165105529	-0.157302808418559
AKR1A1	-0.167808006478819	0.8978996510732	-0.0225830049637953	0.8978996510732	0.840697249983102	-0.167808006478819
AKT1	0.317385855096789	0.692742147293357	-0.920932753981475	0.692742147293357	0.64830686257153	-0.317385855096789
AKT1S1	0.207027566476326	0.41586412175803	0.750057487695422	0.41586412175803	0.64553437306136	0.207027566476326
AKT2	0.758525084038987	-0.499077648229896	-0.55651824249178	-0.499077648229896	-0.264979660111051	-0.758525084038987
AKTIP	0.504330077500602	0.292349064372335	0.883151123200503	0.292349064372335	0.711662016876762	0.504330077500602
ALAD	-0.0620626400237714	0.436142781531456	0.0142218838360109	0.436142781531456	0.545876601284936	0.0620626400237714
ALB	0.224536989623015	0.460931619752266	0.716264701744518	0.460931619752266	0.722879314429829	0.224536989623015
ALDH16A1	-0.734963941376098	0.641847162752765	0.75311210887499	0.641847162752765	0.44689824134769	0.734963941376098
ALDH18A1	0.745324096125285	0.0984074350506029	0.279824679425362	0.0984074350506029	0.382805878463402	0.745324096125285
ALDH1A2	-0.654516730054072	0.539541324137853	0.718474298633031	0.539541324137853	0.665744388582839	0.654516730054072
ALDH1L1	0.420223252367247	0.327125284153538	0.317790916695076	0.327125284153538	-0.209617305271198	0.420223252367247
ALDH4A1	0.207627314489163	0.531559320033716	0.230866276933095	0.531559320033716	-0.226453107242317	-0.207627314489163
ALDH5A1	0.0168438792847793	0.720171012713979	-0.0155298678827895	0.720171012713979	0.801001910987097	0.0168438792847793
ALDH6A1	-0.516200336137115	-0.452299067555099	0.992925454835512	-0.452299067555099	0.489469464035499	0.516200336137115
ALDOC	0.748236865337488	0.904135154999832	0.981879364739217	0.904135154999832	0.684409420262732	0.748236865337488
ALS2	0.257113319550644	0.714940099626408	-0.700214483593422	0.714940099626408	0.587191172840116	-0.257113319550644
ALYREF	-0.921343477978634	0.0766860322088573	-0.318503607508257	0.0766860322088573	-0.802079516094841	-0.921343477978634
AMACR	-0.835006435664853	0.0206058701113798	-0.308814719159545	0.0206058701113798	0.420637648578492	0.835006435664853
AMER2	-0.339130277493411	0.522287113079133	-0.118821320978341	0.522287113079133	-0.330800224287203	-0.339130277493411
AMPD2	0.581788236856808	0.198084205011854	0.788820953163187	0.198084205011854	-0.15386593147809	-0.581788236856808
AMPH	0.0181211810299373	0.44803637143629	-0.131028875874378	0.44803637143629	0.796625812537244	0.0181211810299373
ANAPC2	-0.170269391013646	-0.709028459197817	0.155914613182197	-0.709028459197817	0.245616387311932	0.170269391013646
ANK1	0.885033706008203	0.966939985504895	0.77135747987885	0.966939985504895	0.712522533513482	0.885033706008203
ANK2	-0.769897807195136	0.901352745182055	0.368886648960084	0.901352745182055	0.899406328923226	0.769897807195136
ANK3	-0.396538902557406	0.910405973764144	0.154706934994835	0.910405973764144	0.620722605810266	-0.396538902557406
ANKFY1	0.769251934908284	0.518805826799346	-0.59903731779126	0.518805826799346	-0.646258732350214	-0.769251934908284
ANKIB1	0.0292730006802543	-0.080343555456157	-0.623630837812667	-0.080343555456157	-0.104587996182802	0.0292730006802543
ANKMY2	-0.334058020693848	0.396881739544452	-0.621766010261812	0.396881739544452	0.316286556979757	0.334058020693848
ANKRD28	-0.127724671829637	0.447546843497699	0.878361534237437	0.447546843497699	-0.175968355306431	-0.127724671829637
ANKRD63	-0.700074960865532	0.775423123315067	0.842818489746597	0.775423123315067	0.800675022034495	0.700074960865532
ANO10	0.894172505774168	0.522833115773071	0.435885488252101	0.522833115773071	0.669852313004514	0.894172505774168
ANO6	-0.419425698040592	0.364447212255834	0.084005951923199	0.364447212255834	0.937569202690483	0.419425698040592
ANP32B	0.664298889477086	0.901664397720847	0.895592158864906	0.901664397720847	0.912868745754377	0.664298889477086
ANXA1	0.308588939575168	0.695725191919482	0.152529639119668	0.695725191919482	0.309113875945722	-0.308588939575168
ANXA2	-0.260459424851305	-0.0210069342853357	0.980503002402538	-0.0210069342853357	-0.192200466737982	-0.260459424851305
ANXA3	-0.695251324252287	0.703061685702313	0.424889280485972	0.703061685702313	0.76617407516123	0.695251324252287
ANXA4	-0.193895810971236	-0.00626291393425491	0.54626479830533	-0.00626291393425491	-0.323336255531507	-0.193895810971236
AP1B1	-0.600918631119819	0.349674912264646	0.181156083878441	0.349674912264646	0.340446410191976	0.600918631119819
AP1G1	0.678710307632926	0.779921504531087	0.972871437847999	0.779921504531087	0.860520611996425	0.678710307632926
AP1M1	-0.981243684808689	0.972330897537688	0.975175030124178	0.972330897537688	0.875991002688068	0.981243684808689
AP1S1	0.809335587021438	0.787826756779006	0.905159225549728	0.787826756779006	0.946058024826678	0.809335587021438
AP2A1	-0.271381939995863	0.644016992216893	0.665150929650754	0.644016992216893	0.615549867825309	0.271381939995863
AP2B1	0.0958723363961018	0.440633512948613	0.445194972877577	0.440633512948613	0.336218241175908	0.0958723363961018
AP2M1	-0.499011672509872	0.954468111673969	0.956378212940133	0.954468111673969	0.929286101534868	0.499011672509872
AP2S1	0.48118209869625	0.919439817756391	0.815147837662759	0.919439817756391	0.950201047610487	0.48118209869625
AP3B1	-0.589809157917997	0.73130767598519	-0.423152389957413	0.73130767598519	0.619812785611725	0.589809157917997
AP3B2	0.0108046257324949	0.970655835202643	0.887485470617004	0.970655835202643	0.767642868105213	0.0108046257324949
AP3D1	-0.371669340801133	0.672144787635387	0.669963826044062	0.672144787635387	0.537182917429344	0.371669340801133
AP3M1	0.679458251393336	0.0547538422058182	-0.113507746273084	0.0547538422058182	0.490152226846456	0.679458251393336
AP3M2	-0.0206361018939352	0.662449365056865	0.501003592095112	0.662449365056865	0.755276153443789	0.0206361018939352
AP3S1	0.77573336879711	0.650670806665608	0.841776182292488	0.650670806665608	0.801494547158901	0.77573336879711
APBA1	-0.350841276919898	0.800125883611897	-0.466531871582204	0.800125883611897	0.896295589564596	0.350841276919898
APBA2	0.179319374006974	-0.419726168452086	-0.455851337049277	-0.419726168452086	0.464668531245468	0.179319374006974
APC	-0.258306646262488	0.394337255752708	-0.00223912024938882	0.394337255752708	0.560482526772801	0.258306646262488
APEH	0.334711217914884	0.774632388890788	-0.60489947996213	0.774632388890788	0.165594769086891	0.334711217914884
APEX1	-0.439311256429732	0.991525074557325	0.261470120453029	0.991525074557325	0.912097122289296	0.439311256429732
API5	0.205450473677767	0.970181522431386	0.422084119129589	0.970181522431386	0.902554942883664	0.205450473677767
APLP2	-0.717924530423827	0.355260200493284	-0.181327272914683	0.355260200493284	0.329705555998672	0.717924530423827
APMAP	-0.195857527956115	0.361447123910297	0.317530655194726	0.361447123910297	0.400887103420203	-0.195857527956115
APOA1	-0.315504827524093	0.621607284891184	0.958381091720608	0.621607284891184	0.645724406731229	0.315504827524093
APOE	0.222664166138699	0.805319659590703	0.849283442384629	0.805319659590703	0.727483289587454	0.222664166138699
APOO	-0.263551879168062	0.755175250735351	0.909477131001695	0.755175250735351	0.320487976784152	0.263551879168062
APOOL	0.0433794193434996	0.00414476399190609	0.546144335178571	0.00414476399190609	0.0770731746113933	0.0433794193434996
APP	-0.985149316599777	0.953209606845455	-0.513414836325384	0.953209606845455	0.831355569613352	0.985149316599777
APPL1	0.423324320199968	0.200068528770798	0.408244649196211	0.200068528770798	0.505846258174574	0.423324320199968
APPL2	-0.293146354250065	0.73321048304096	0.633525556928259	0.73321048304096	0.777760881689724	0.293146354250065
APRT	0.368710073696734	0.742792575208067	-0.25399538672612	0.742792575208067	-0.0560683162382733	0.368710073696734
AQP4	-0.622102843233437	-0.508105025925592	-0.0748934489748689	-0.508105025925592	0.216669659523594	0.622102843233437
ARCN1	-0.655783486928677	0.935965984926347	0.839039421655815	0.935965984926347	0.909411481885244	-0.655783486928677
ARF6	0.614489493340133	0.260752471017594	-0.118164211485977	0.260752471017594	0.5532104604133	-0.614489493340133
ARFGAP1	-0.581144974387311	0.509626798646575	0.778020280943245	0.509626798646575	0.0334980791039143	-0.581144974387311
ARFGAP2	0.684815560522604	-0.689106255982386	-0.877723813133783	-0.689106255982386	0.154221982735542	-0.684815560522604
ARFGEF1	0.350625901965916	0.610974843769268	0.466333690816078	0.610974843769268	0.869834733396218	0.350625901965916
ARFGEF2	-0.643977729350784	0.755578796840719	0.935716227908714	0.755578796840719	0.820977018833817	0.643977729350784
ARFIP1	0.0826363509520109	0.675789169394207	0.297069479154957	0.675789169394207	0.127602441871121	0.0826363509520109
ARHGAP1	0.230596034929338	0.429095348374424	-0.649266935152697	0.429095348374424	-0.0395402677124479	-0.230596034929338
ARHGAP21	0.853528149235144	0.746452362653769	0.330030449386629	0.746452362653769	0.746222882620153	0.853528149235144
ARHGAP23	-0.992944461771449	0.887100270703761	0.219748048820898	0.887100270703761	0.878118402135978	0.992944461771449
ARHGAP26	0.0346676809540259	0.586262346323681	-0.846847736615353	0.586262346323681	0.531918101469499	0.0346676809540259
ARHGAP32	-0.656460787441902	0.737170791362795	0.928422454406812	0.737170791362795	0.642714359448203	0.656460787441902
ARHGAP35	0.968181093413229	0.987215789078711	0.888200396214164	0.987215789078711	0.570602529660477	0.968181093413229
ARHGAP39	-0.555645796196636	0.717656842367696	0.941839608347643	0.717656842367696	0.798590344884736	0.555645796196636
ARHGAP44	0.0171049281598307	0.847306163087786	-0.336455337328466	0.847306163087786	0.989488937384209	0.0171049281598307
ARHGAP5	-0.71252171452039	0.617088513603431	0.0128610957555333	0.617088513603431	0.079061707017313	0.71252171452039
ARHGDIA	-0.261843241271182	0.835170752646835	0.604371445712784	0.835170752646835	0.0768188205927666	-0.261843241271182
ARHGDIB	0.592656040662879	0.0714815089965959	0.761100213538778	0.0714815089965959	-0.304993133092599	-0.592656040662879
ARHGEF10L	0.823254936440799	0.759324052360223	-0.00606456930387978	0.759324052360223	0.986280530325688	0.823254936440799
ARHGEF11	-0.79199313009968	0.804031761507862	0.0603374363995951	0.804031761507862	0.659923593892248	0.79199313009968
ARHGEF12	0.794144553459039	0.959329570367316	-0.842794677872431	0.959329570367316	0.931291825337201	0.794144553459039
ARHGEF17	-0.315857567361965	0.00218953770369352	-0.685179034707405	0.00218953770369352	-0.238549559316091	0.315857567361965
ARHGEF2	0.580995340117574	0.917928780016745	0.875615228310267	0.917928780016745	0.510434019214427	0.580995340117574
ARHGEF33	-0.230257772014749	0.945522835691848	0.36140226427257	0.945522835691848	0.798721230243173	0.230257772014749
ARHGEF6	-0.570339106845615	-0.149860325517574	0.100283520898675	-0.149860325517574	-0.458629601693786	-0.570339106845615
ARHGEF7	-0.57817501798354	0.377236374860827	0.357001675110207	0.377236374860827	0.73615665850787	0.57817501798354
ARID2	0.418888122603668	0.434530923574715	-0.552581709711271	0.434530923574715	0.81632386636351	0.418888122603668
ARIH1	-0.22968970703264	0.0860802696872257	-0.0254472650527966	0.0860802696872257	0.239984924593384	0.22968970703264
ARL1	-0.0212819988985864	0.346361080383239	0.640565387377313	0.346361080383239	-0.0579163561455683	-0.0212819988985864
ARL15	-0.922822153500276	0.939442028285834	0.477340666242626	0.939442028285834	0.900762091014323	0.922822153500276
ARL2	0.576005209582046	-0.217137961934962	-0.795186661318054	-0.217137961934962	0.405745018519972	0.576005209582046
ARL3	-0.868365898594337	0.950192714088924	0.270218625137148	0.950192714088924	0.556141827628728	0.868365898594337
ARL6IP5	0.378196884054737	0.762873959459167	-0.583728686242474	0.762873959459167	0.68529113079995	0.378196884054737
ARL8A	0.0293484733346306	0.615871451613476	-0.113986644224122	0.615871451613476	0.433207519087731	-0.0293484733346306
ARL8B	-0.507959019486427	0.0898644189802143	0.488750778404872	0.0898644189802143	0.733225081852813	-0.507959019486427
ARMC1	-0.753260080343923	0.869335083296826	-0.0464848409007759	0.869335083296826	0.581758200910351	0.753260080343923
ARMC10	0.89021132434415	0.863868591205583	0.871118555898539	0.863868591205583	0.812200794746814	0.89021132434415
ARMC6	-0.631570302334325	-0.381168360705063	-0.547388009312146	-0.381168360705063	-0.298328708891596	0.631570302334325
ARPC1B	-0.241880768847503	0.431335750767255	0.129156847205268	0.431335750767255	-0.051569222806217	-0.241880768847503
ARPC2	-0.872683510604284	0.931698022862479	0.990657892602236	0.931698022862479	0.728232723990368	0.872683510604284
ARPC4	0.714467164934724	0.918827297532912	0.933852114040845	0.918827297532912	0.957771517037476	0.714467164934724
ARPC5L	-0.716248725996218	0.8765544847944	0.782237385288141	0.8765544847944	0.79779397020349	0.716248725996218
ARPP21	0.152653378299053	0.621256962051427	0.722104303592735	0.621256962051427	0.619089323236428	0.152653378299053
ARRB2	-0.691463473841178	0.830571942333595	0.193703301772773	0.830571942333595	0.860454608665504	0.691463473841178
ARSA	0.260430715188292	0.855680241554128	0.639098425935259	0.855680241554128	0.703487373546887	0.260430715188292
ARSB	0.481942030921887	-0.232744573137227	0.126009813116526	-0.232744573137227	-0.270945111942066	-0.481942030921887
ASAP1	0.749710041519151	0.971451457570325	0.988108327779486	0.971451457570325	0.995530257640917	0.749710041519151
ASAP2	-0.69905220101701	0.845755369489057	0.856858362750093	0.845755369489057	0.876357776062669	0.69905220101701
ASNS	-0.102078255178753	0.121374933160489	-0.0321301812299107	0.121374933160489	-0.0686560663085685	-0.102078255178753
ASPA	0.0963278179366453	0.882631789679062	0.901209760084787	0.882631789679062	0.696953491640782	-0.0963278179366453
ASPH	0.52725467123294	0.647868911796697	0.436590326687429	0.647868911796697	0.776983616012877	0.52725467123294
ASPHD2	0.421712748653047	0.549398300144357	0.668211917494306	0.549398300144357	0.568958585220599	-0.421712748653047
ASPSCR1	0.173680810755487	0.810314746797882	0.779577638374782	0.810314746797882	0.471238028849241	0.173680810755487
ASRGL1	-0.544972777378135	0.948818679704723	-0.045249208387152	0.948818679704723	0.265747489802601	0.544972777378135
ASTN1	0.215643257002415	0.906850535390291	0.883225252346471	0.906850535390291	0.760296767538535	0.215643257002415
ASTN2	-0.175982878678521	0.346499155084195	0.0113691920439689	0.346499155084195	-0.0593744948485079	0.175982878678521
